Rate,Rate,Rate,density,recip,isolateNet
4.215922177805668,3.4297242506061614,2.9703446900783104,-3.7054361207478177,3.6063143103398962,3.2333390461185476
4.237179803714588,3.475582847352974,3.0383786274990783,-3.69392714192863,3.6015223850621085,3.315311817491386
4.253315722252827,3.4223052896908386,3.0328535226848565,-3.6835995112514404,3.6050929174481388,3.376249067288148
4.241933171876766,3.4715786993829574,3.067457104494953,-3.6816845451031663,3.589477046587287,3.365340377413192
4.176008148021404,3.3618309659142254,3.0343172420396467,-3.7197377569302774,3.6305842287594876,3.212448575554013
4.163781539328738,3.4344784347647788,3.0078425792508527,-3.7276045126266046,3.638501675602667,3.20661655548807
4.186955487558186,3.3775557039603368,2.985988762158455,-3.7047060539382026,3.6044466402312176,3.2075038572670262
4.191596389303676,3.4106698473214867,3.0198001879893326,-3.7254911876611927,3.6316039715296093,3.196446923657638
4.216574130130175,3.4079667472554007,2.992840955063508,-3.7384159541462707,3.649655146220185,3.1724032117276253
4.220067983687065,3.3778519333117623,2.99906387553388,-3.685117365801661,3.592585150570907,3.2903892698556207
4.199524419494912,3.3597039367309307,3.0271661032115973,-3.692881466285126,3.595169087714719,3.2755516939908635
4.207161182716187,3.44403813304825,3.035653393294688,-3.7354645358076044,3.6551181233928056,3.204139142420153
4.181766544335635,3.451602976951435,3.0292893644280983,-3.7008962817971103,3.6123411837702597,3.262649703938961
4.174315351876919,3.370111811597223,2.954438971316495,-3.7445701298128,3.6492192155230017,3.113872534971389
4.177008794906741,3.3817528282815323,3.0028145398912174,-3.7463221236969324,3.6558820578883098,3.1208931494653647
4.239355315931232,3.368400287794447,3.0104990709172896,-3.6873803138240304,3.5796124655939936,3.2559108319574275
4.216819215840968,3.3912966726655425,2.9854474139098137,-3.7467529687188112,3.661798999120748,3.1320413050339018
4.206471049450581,3.3799553351491842,2.988576122857734,-3.6526695996436858,3.501012536791862,3.2963356323168225
4.221543714267366,3.3979167977884073,3.019150363041732,-3.7081721955111804,3.6076622626312047,3.194371181572163
4.197468305420951,3.384290828277717,3.006277107405574,-3.7692505389855717,3.690364749092665,3.071987355082419
4.212658078029275,3.380549093869821,2.9957119392855303,-3.7974071287969093,3.725378685468523,3.0399431757695914
4.240340339676132,3.4412039105889676,3.01253456168812,-3.695798541941612,3.610776689056893,3.32280019967001
4.260167449660226,3.39297391829713,3.0209027121303595,-3.6754419604576816,3.5585867666127875,3.312320378517584
4.226552489206975,3.3755004234809554,3.001624199045605,-3.75751039705006,3.6697843016434244,3.089912615570223
4.181608795548343,3.4332073508350325,3.0354474060032453,-3.7162165642303684,3.636986871732157,3.247305775097102
4.189179689955877,3.3873853372214286,3.0105149652538237,-3.7144911752908993,3.6127358485911745,3.2081768760120055
4.181179898183042,3.4215804414272912,3.0158672773101824,-3.6677936740467714,3.5618619768584874,3.329667819929435
4.226604877225698,3.410043523872705,3.038120275895863,-3.7126927154393647,3.620365427435698,3.284440935490997
4.20594644281547,3.3998322770491085,3.0483021980622698,-3.7257742710804953,3.6172915596841135,3.1773650986628397
4.2326918712102115,3.4145954699841914,3.0208608326856647,-3.7050881257430794,3.6183044815322027,3.27614225559727
4.17848553846182,3.389928427091943,2.998343456274288,-3.690018966023073,3.5800464004218244,3.2767722556268053
4.208762658435765,3.3577907684950756,2.9802528297065933,-3.7402929145665054,3.6452569705070936,3.152163175141923
4.22683427381993,3.376150658843546,3.059274568847683,-3.66533075676192,3.56265708644005,3.3668206711096698
4.21883443186967,3.3816326973498234,3.0205198252138,-3.700590842250805,3.5971226380525145,3.2513261016199957
4.249244756925207,3.4329620440940785,3.0225894348262776,-3.705355240326071,3.619588710174093,3.284551791348225
4.273845843665599,3.4680440593235673,3.0261106734657153,-3.6730729707463636,3.5777168108479214,3.3933702102481447
4.211321735982581,3.409321850447802,3.0072970265217855,-3.7084492681373447,3.605981417946798,3.2227863127505243
4.198656315127784,3.3941422578117075,3.0153768760855066,-3.708281434002413,3.6060658214237735,3.2221544078841977
4.19716756523894,3.421779039414651,3.063751654479824,-3.714554840056036,3.651853765961944,3.2736816779526317
4.238847097548704,3.4377145211014524,3.022080709007101,-3.702486380203813,3.602302808432561,3.286708729467335
4.173158561257655,3.3889350200722506,3.0101833122191968,-3.7819653155183763,3.7048038389986067,3.0645638722354285
4.203344870447152,3.3904535339546626,3.00008626452036,-3.6618491077429103,3.5428545722442815,3.320188799068988
4.229159245133149,3.422063719922117,3.0316579129771544,-3.7052477637733374,3.614336710565762,3.2766710232352727
4.204501090947195,3.431457825327953,3.0176920722769482,-3.6618404258974366,3.564052642865949,3.366363710882355
4.236200472839197,3.4293227097532206,3.038402443131755,-3.7164002263912024,3.632212569371578,3.2549135796919337
4.202569659302124,3.395092732424381,2.986001166442563,-3.6962517884440333,3.5829896806667354,3.2226753691256063
4.2351311364910424,3.4238989542823752,3.0336477901612806,-3.650029110223859,3.525806806658591,3.3612660311380904
4.22873181819814,3.411087290663858,3.0161538355867368,-3.698716462453946,3.5954657607348937,3.259465365424173
4.228466730126593,3.43627993454676,3.0124223020352874,-3.671910551603129,3.5799999821416666,3.366622038590136
4.183028167454031,3.3897263533739714,3.0105495445994324,-3.744360595574917,3.644605118562332,3.1213760912091155
4.16923708081832,3.4044021534283075,3.032586811392761,-3.715094410207675,3.618451649275822,3.2113883463245623
4.226604440184208,3.439503964210652,3.004526962429578,-3.647992995164836,3.543378351997598,3.412655175009659
4.24400798662262,3.438605785331431,3.0176145848699956,-3.639626248463828,3.5166417620884944,3.4229304099808413
4.175023310485923,3.3427366096991666,2.9792615694888287,-3.721374276649477,3.6163532947565664,3.1671215379242006
4.205948069450478,3.4264278054533928,3.0171679226989325,-3.6852479397349085,3.5697135536170106,3.283158687334089
4.232805535585625,3.4335477880094762,3.0077360133376194,-3.6897087947766503,3.5829575008916312,3.2820931863944076
4.254027669447481,3.3928415772818874,3.0107549180055866,-3.700367382922653,3.5979931122690485,3.25335723182966
4.258295025855085,3.439308962304478,3.068571153838076,-3.740660763764221,3.6679042649274156,3.2525827054168643
4.174724685406562,3.40717473140666,2.98646334560271,-3.750881768123943,3.666093132091554,3.145081882655787
4.246096231714212,3.4520760665379524,3.0051603863314087,-3.7136694684396443,3.632079980634542,3.2828522594353955
4.226835640885907,3.409659869044335,3.041683928862094,-3.693457837597793,3.592670309979111,3.306999040261671
4.1935302720924765,3.382178348049437,3.008302683739652,-3.7111940072267298,3.627825870211787,3.254058175291505
4.240699995896676,3.4620300487444617,3.0431977071512484,-3.683308414427389,3.602915696033699,3.3566975906484893
4.203205536403673,3.370487769471017,3.0166701668130425,-3.70304493320696,3.5958878432246157,3.2344164637855166
4.2490879993147015,3.402100564873169,3.022544851249988,-3.644833768625691,3.5245422031154647,3.410759135155605
4.225543497385143,3.413278769514907,3.003025641147801,-3.6896457788352715,3.574909795063673,3.245630280382276
4.202995474514012,3.4227151838857077,3.001877450911899,-3.708745312389977,3.613407615056136,3.2418115397940106
4.209942013526793,3.435234684913724,3.002396409433429,-3.7871073236026347,3.7314487491300494,3.1150771419832917
4.193494757980189,3.3928150940705724,3.0041966567206217,-3.6687506638877974,3.5428445882241,3.2803936959488404
4.255298012186039,3.412464416418381,3.028720803192741,-3.6969510954497737,3.6082912112386163,3.2779086957337085
4.21150992610427,3.411905055473217,3.0201190017264272,-3.6881685101556663,3.5802878759195504,3.292222314997892
4.259054021819465,3.439368220441748,3.0129170150240805,-3.647378369124779,3.536973547306077,3.3949540550373505
4.240584849153713,3.4057974560499646,3.0382978733588195,-3.7018632518370533,3.6035846280605854,3.2793581963734795
4.283068637518563,3.418689033048515,3.0429021744285745,-3.686514479461941,3.5787039192459016,3.3211560281253774
4.738368160915802,4.0218705804401855,3.548340536757455,-3.499829322786822,3.3927459815645826,5.588720477164723
4.23243471003526,3.4394914375761045,3.0377496608694585,-3.6514886118194863,3.5374745405025405,3.3831131253394515
4.191385360987232,3.393046836961418,2.993521002093361,-3.7384678574761723,3.6462830469249212,3.1546912316331217
4.227376410978526,3.4507840247112225,3.0544630594204465,-3.72712027350443,3.6428236686831172,3.2464214400191445
4.22265029012817,3.44810302608208,3.027763049596762,-3.6891833089497332,3.6044092694533925,3.3366717446185405
4.188517226698089,3.367661449756181,2.9828497564051686,-3.7208942509358445,3.6232881360200513,3.1849662319687
4.216347757862763,3.437381106483437,3.0199483889901586,-3.723711955687893,3.639728209160466,3.2360184666393055
4.217738389718684,3.4439258921353595,3.0028373662694445,-3.650775782066577,3.531192639755892,3.3920623094737965
4.1996674684625015,3.4593664248238625,3.012754364753597,-3.7001287758497474,3.5982101732128915,3.2767094117780773
4.263399470243316,3.4136956929229076,3.040454877047033,-3.679127028799421,3.5821039269284323,3.324022893705619
4.2397428551455425,3.437359592422932,3.0021062320035994,-3.6909688387135398,3.599349536416311,3.302736510735693
4.2491846714417525,3.454916330081735,3.0391764174419595,-3.6474946936013217,3.5272449327435096,3.412802850709302
4.2115160933796005,3.415707479200526,3.032492862648699,-3.729752944351291,3.6447655258739733,3.207568016270345
4.259869393160674,3.420536734823371,3.053648476285427,-3.6693976311891423,3.578850546496954,3.396717458880339
4.201938917559799,3.3782043133644435,2.980844376524746,-3.779579391015281,3.7057593778507205,3.100620098941339
4.247662436824337,3.4450892084366744,3.0435700803263237,-3.67296138240671,3.5963976782877674,3.3893788451406017
4.200685812929561,3.370450270748797,3.032958351385813,-3.7122549847970756,3.6260257410915973,3.2122038046669563
4.267812169718587,3.4257972184359424,3.026864966195987,-3.699396017692459,3.615715468788729,3.3039116133781903
4.242432736523481,3.3994496676121853,2.987377851662852,-3.696788320650174,3.6055127708091863,3.2742766712456848
4.209681340143081,3.3849419743727207,3.011991387674475,-3.7357018121424774,3.654009046111831,3.2038250937640234
4.220835259102162,3.466318206822675,3.0702227294818134,-3.731121091060862,3.65435034423601,3.2667285486892137
4.247625233073609,3.4438786103524133,3.0788208924507816,-3.728532321771281,3.654579808261982,3.259826395344177
4.242654360514417,3.4082969265257597,3.0206207714417905,-3.6804644399955597,3.5851493634510714,3.327848083499686
4.2019722979158125,3.3856753368116235,3.0372740808561667,-3.704407750071302,3.58672996897617,3.209219408063973
4.18461571645441,3.4067358235865,3.0198354345334395,-3.6876878481007775,3.580778529135682,3.261307674474325
4.195533413577003,3.435694053679505,3.0191026647871926,-3.682569551192766,3.5900690591877047,3.2940714288046338
